#! FIELDS phi psi metad.bias der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  58
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  31
#! SET periodic_psi true
   -3.141592654   -3.141592654   97.330345356   47.477850721  -14.836524340
   -3.033261872   -3.141592654  101.999568268   38.334625963  -15.905905178
   -2.924931091   -3.141592654  105.630992146   28.001326253  -16.775798964
   -2.816600310   -3.141592654  108.113210205   17.378405100  -17.416088615
   -2.708269529   -3.141592654  109.482442887    7.460967996  -17.811342272
   -2.599938748   -3.141592654  109.845675847   -0.955495351  -18.047932379
   -2.491607967   -3.141592654  109.412872304   -7.261542993  -18.131694615
   -2.383277185   -3.141592654  108.410400870  -11.244563062  -18.240520645
   -2.274946404   -3.141592654  107.102992954  -13.013716519  -18.398657651
   -2.166615623   -3.141592654  105.725831033  -12.892801982  -18.724719527
   -2.058284842   -3.141592654  104.420680083  -11.608912259  -19.353172777
   -1.949954061   -3.141592654  103.272909036   -9.953647714  -20.238612905
   -1.841623280   -3.141592654  102.267117150   -8.706253588  -21.453603295
   -1.733292499   -3.141592654  101.347798452   -8.457291101  -22.962969880
   -1.624961717   -3.141592654  100.372254079   -9.692875514  -24.672792402
   -1.516630936   -3.141592654   99.172259976  -12.532069319  -26.468593306
   -1.408300155   -3.141592654   97.572274806  -16.847842391  -28.166294477
   -1.299969374   -3.141592654   95.431416794  -22.277735848  -29.615535118
   -1.191638593   -3.141592654   92.658607366  -28.341155146  -30.701659701
   -1.083307812   -3.141592654   89.225255889  -34.480997720  -31.312458345
   -0.974977030   -3.141592654   85.168146370  -39.949376323  -31.350266888
   -0.866646249   -3.141592654   80.590086140  -44.061825264  -30.741284738
   -0.758315468   -3.141592654   75.662040655  -46.388765223  -29.464088625
   -0.649984687   -3.141592654   70.623873507  -46.511306337  -27.560088274
   -0.541653906   -3.141592654   65.700110334  -44.287288059  -25.056294785
   -0.433323125   -3.141592654   61.126335693  -39.651655262  -22.007716718
   -0.324992343   -3.141592654   57.194321932  -32.657362137  -18.550185610
   -0.216661562   -3.141592654   54.136371627  -23.523494518  -14.684391670
   -0.108330781   -3.141592654   52.152954062  -12.833544281  -10.653688025
    0.000000000   -3.141592654   51.384895523   -1.102572868   -6.497178254
    0.108330781   -3.141592654   51.901445384   10.919670211   -2.382140415
    0.216661562   -3.141592654   53.677938939   22.187702273    1.559892202
    0.324992343   -3.141592654   56.593891923   31.871962736    5.213462271
    0.433323125   -3.141592654   60.432258456   38.968993623    8.462730278
    0.541653906   -3.141592654   64.858803621   42.606541779   11.229165088
    0.649984687   -3.141592654   69.477850962   42.325723769   13.422541285
    0.758315468   -3.141592654   73.831672287   37.819289417   14.936883631
    0.866646249   -3.141592654   77.492917710   29.500606334   15.790479215
    0.974977030   -3.141592654   80.083978448   18.109106095   15.983620445
    1.083307812   -3.141592654   81.325322320    4.813600093   15.553009161
    1.191638593   -3.141592654   81.090604536   -8.965158277   14.605356633
    1.299969374   -3.141592654   79.426549345  -21.658885869   13.254611646
    1.408300155   -3.141592654   76.512935549  -31.894003117   11.638087724
    1.516630936   -3.141592654   72.659072717  -38.597534128    9.849621323
    1.624961717   -3.141592654   68.319808642  -41.030943242    8.022653259
    1.733292499   -3.141592654   63.965885769  -39.022826929    6.195360828
    1.841623280   -3.141592654   60.049174753  -32.896217601    4.434305348
    1.949954061   -3.141592654   56.988059449  -23.265977444    2.750246232
    2.058284842   -3.141592654   55.111836921  -11.073003223    1.124499990
    2.166615623   -3.141592654   54.628821530    2.541028755   -0.479840748
    2.274946404   -3.141592654   55.664997483   16.527049973   -2.115580885
    2.383277185   -3.141592654   58.187823175   29.801148415   -3.800229432
    2.491607967   -3.141592654   62.057334371   41.450800102   -5.444660580
    2.599938748   -3.141592654   67.055467950   50.528049931   -7.131548049
    2.708269529   -3.141592654   72.901623132   56.650875477   -8.840197707
    2.816600310   -3.141592654   79.215719812   59.361695170  -10.526621443
    2.924931091   -3.141592654   85.625423009   58.555728550  -12.109032869
    3.033261872   -3.141592654   91.772739214   54.461815986  -13.565240267

   -3.141592654   -2.938909257   93.996429632   45.592339767  -20.458486879
   -3.033261872   -2.938909257   98.489059913   36.903908706  -21.621131424
   -2.924931091   -2.938909257  101.972465505   26.947729277  -22.467634976
   -2.816600310   -2.938909257  104.375042636   16.771945821  -23.015952502
   -2.708269529   -2.938909257  105.686933974    7.172677381  -23.279864428
   -2.599938748   -2.938909257  106.043395310   -0.985967165  -23.323036220
   -2.491607967   -2.938909257  105.614160874   -7.248158072  -23.227124069
   -2.383277185   -2.938909257  104.622896826  -11.302975669  -23.077009827
   -2.274946404   -2.938909257  103.304641889  -13.294206680  -22.986092784
   -2.166615623   -2.938909257  101.864549820  -13.656928016  -23.070382474
   -2.058284842   -2.938909257  100.439564188  -12.952427853  -23.403462436
   -1.949954061   -2.938909257   99.106598067  -11.932711534  -24.076070130
   -1.841623280   -2.938909257   97.851282218  -11.266852010  -25.042827991
   -1.733292499   -2.938909257   96.622248042  -11.488357209  -26.236682353
   -1.624961717   -2.938909257   95.298794761  -13.002420630  -27.593229372
   -1.516630936   -2.938909257   93.728133819  -15.819858286  -28.965847381
   -1.408300155   -2.938909257   91.771526797  -19.821458565  -30.192481124
   -1.299969374   -2.938909257   89.336563150  -24.672619112  -31.140108940
   -1.191638593   -2.938909257   86.343320180  -29.886785518  -31.628837545
   -1.083307812   -2.938909257   82.806107013  -34.915350341  -31.593240494
   -0.974977030   -2.938909257   78.769723209  -39.150014228  -30.923569190
