#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654 -109.910748180  -53.937734284   17.444837391
   -2.951193099   -3.141592654 -118.428762780  -34.886114055   19.809878819
   -2.760793544   -3.141592654 -123.059486794  -14.079318359   21.299970397
   -2.570393989   -3.141592654 -124.028426246    2.778619197   22.021653734
   -2.379994435   -3.141592654 -122.475785413   12.114720875   22.387930127
   -2.189594880   -3.141592654 -119.897637093   13.855663995   23.006749174
   -1.999195325   -3.141592654 -117.478706534   11.179879777   24.431932501
   -1.808795770   -3.141592654 -115.618684878    8.763672880   26.876886406
   -1.618396215   -3.141592654 -113.867175427   10.489121050   30.049946526
   -1.427996661   -3.141592654 -111.254680321   17.810772097   33.222483090
   -1.237597106   -3.141592654 -106.810237760   29.275351278   35.488294640
   -1.047197551   -3.141592654 -100.047178532   41.440447713   36.090988026
   -0.856797996   -3.141592654  -91.216794546   50.349587271   34.637452675
   -0.666398442   -3.141592654  -81.266834608   52.722771544   31.138662943
   -0.475998887   -3.141592654  -71.636703198   46.863512277   25.913618458
   -0.285599332   -3.141592654  -63.921222221   32.788044798   19.448974030
   -0.095199777   -3.141592654  -59.543485905   12.254610857   12.284610297
    0.095199777   -3.141592654  -59.425624428  -11.202371357    4.963195147
    0.285599332   -3.141592654  -63.656915853  -32.505939711   -1.970376037
    0.475998887   -3.141592654  -71.274481484  -45.809074092   -7.953756720
    0.666398442   -3.141592654  -80.271616184  -46.443676004  -12.442054862
    0.856797996   -3.141592654  -88.041391259  -33.090435702  -15.016393429
    1.047197551   -3.141592654  -92.172414631   -9.182018658  -15.538586003
    1.237597106   -3.141592654  -91.329190075   17.700204495  -14.254669752
    1.427996661   -3.141592654  -85.802993319   38.627773854  -11.726553892
    1.618396215   -3.141592654  -77.428935765   46.823761908   -8.610223573
    1.808795770   -3.141592654  -68.933051425   39.952547694   -5.399223201
    1.999195325   -3.141592654  -63.022311297   20.395813842   -2.289998914
    2.189594880   -3.141592654  -61.617603502   -6.275701491    0.777909513
    2.379994435   -3.141592654  -65.435988363  -33.363154116    3.959711014
    2.570393989   -3.141592654  -73.958338048  -54.791704511    7.352872842
    2.760793544   -3.141592654  -85.655975505  -66.192917879   10.895933714
    2.951193099   -3.141592654  -98.389323929  -65.600806050   14.368108335

   -3.141592654   -2.792526803 -101.983906059  -49.430221247   25.771085042
   -2.951193099   -2.792526803 -109.833347394  -32.410210943   27.952216872
   -2.760793544   -2.792526803 -114.182771251  -13.538366543   28.917991549
   -2.570393989   -2.792526803 -115.183910316    2.057712955   28.947084908
   -2.379994435   -2.792526803 -113.800600277   11.268639469   28.618005586
   -2.189594880   -2.792526803 -111.294960736   14.130732067   28.622865048
   -1.999195325   -2.792526803 -108.643055007   13.439313812   29.483615436
   -1.808795770   -2.792526803 -106.152730852   13.055306804   31.289939095
   -1.618396215   -2.792526803 -103.455567833   15.915649383   33.595648604
   -1.427996661   -2.792526803  -99.826870119   22.758856717   35.556618512
   -1.237597106   -2.792526803  -94.632346360   31.926820264   36.232947605
   -1.047197551   -2.792526803  -87.707155394   40.315649310   34.936572506
   -0.856797996   -2.792526803  -79.516561202   44.716170309   31.434630672
   -0.666398442   -2.792526803  -71.062314373   42.759112510   25.960354159
   -0.475998887   -2.792526803  -63.669230572   33.564337957   19.089409053
   -0.285599332   -2.792526803  -58.684252433   17.706672375   11.550655526
   -0.095199777   -2.792526803  -57.208408412   -2.844696012    4.070483276
    0.095199777   -2.792526803  -59.834094307  -24.670765289   -2.721435874
    0.285599332   -2.792526803  -66.368085738  -43.041949277   -8.329495209
    0.475998887   -2.792526803  -75.643888603  -52.592109850  -12.383057134
    0.666398442   -2.792526803  -85.548797389  -49.187926835  -14.650965358
    0.856797996   -2.792526803  -93.476131123  -32.082132538  -15.080978032
    1.047197551   -2.792526803  -97.122216872   -5.256308734  -13.854855993
    1.237597106   -2.792526803  -95.348191192   23.361962006  -11.398904280
    1.427996661   -2.792526803  -88.673885542   44.870151232   -8.258722287
    1.618396215   -2.792526803  -79.120275628   52.908531108   -4.905982318
