#! FIELDS phi psi metad.bias der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  58
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  31
#! SET periodic_psi true
   -3.141592654   -3.141592654   97.289981418   47.456954042  -14.805789694
   -3.033261872   -3.141592654  101.957344216   38.321336762  -15.873654546
   -2.924931091   -3.141592654  105.587790100   27.995663283  -16.742752572
   -2.816600310   -3.141592654  108.069723029   17.380171247  -17.382918974
   -2.708269529   -3.141592654  109.439476805    7.469243292  -17.778579089
   -2.599938748   -3.141592654  109.803817905   -0.942717346  -18.016139764
   -2.491607967   -3.141592654  109.372522348   -7.246495061  -18.101252810
   -2.383277185   -3.141592654  108.371684658  -11.229945095  -18.211761891
   -2.274946404   -3.141592654  107.065698125  -13.002623620  -18.371733062
   -2.166615623   -3.141592654  105.689403119  -12.888411493  -18.699615676
   -2.058284842   -3.141592654  104.384229441  -11.614175824  -19.329703183
   -1.949954061   -3.141592654  103.235255939   -9.970897921  -20.216425902
   -1.841623280   -3.141592654  102.226882562   -8.736763669  -21.432211492
   -1.733292499   -3.141592654  101.303541843   -8.500861307  -22.941802890
   -1.624961717   -3.141592654  100.322650259   -9.747543898  -24.651269347
   -1.516630936   -3.141592654   99.116171986  -12.594633418  -26.446468415
   -1.408300155   -3.141592654   97.509318648  -16.913113072  -28.143242400
   -1.299969374   -3.141592654   95.361603697  -22.338878482  -29.591399214
   -1.191638593   -3.141592654   92.582704848  -28.391382202  -30.676570570
   -1.083307812   -3.141592654   89.144796193  -34.514609447  -31.286984961
   -0.974977030   -3.141592654   85.085159218  -39.961879396  -31.325063811
   -0.866646249   -3.141592654   80.507007627  -44.051216422  -30.717212474
   -0.758315468   -3.141592654   75.581364583  -46.355298963  -29.442028570
   -0.649984687   -3.141592654   70.547944339  -46.457776607  -27.540818817
   -0.541653906   -3.141592654   65.630872221  -44.218411682  -25.040405120
   -0.433323125   -3.141592654   61.065153835  -39.573191696  -21.995518335
   -0.324992343   -3.141592654   57.141797306  -32.575742667  -18.541773341
   -0.216661562   -3.141592654   54.092656708  -23.444219551  -14.679448355
   -0.108330781   -3.141592654   52.117520425  -12.760980737  -10.651893373
    0.000000000   -3.141592654   51.356812302   -1.039862895   -6.497935000
    0.108330781   -3.141592654   51.879529435   10.970604961   -2.384896533
    0.216661562   -3.141592654   53.660864446   22.226108066    1.555612619
    0.324992343   -3.141592654   56.580302473   31.897981195    5.207989869
    0.433323125   -3.141592654   60.420880188   38.983234177    8.456152636
    0.541653906   -3.141592654   64.848181234   42.609555145   11.220976139
    0.649984687   -3.141592654   69.467064904   42.319466850   13.412774887
    0.758315468   -3.141592654   73.819812531   37.805595737   14.925225308
    0.866646249   -3.141592654   77.479276171   29.481782199   15.776546732
    0.974977030   -3.141592654   80.068127876   18.087574887   15.967113336
    1.083307812   -3.141592654   81.307152928    4.791733916   15.533787881
    1.191638593   -3.141592654   81.070104704   -8.984803278   14.583619116
    1.299969374   -3.141592654   79.404199617  -21.674140742   13.230696948
    1.408300155   -3.141592654   76.489268181  -31.902897186   11.612669878
    1.516630936   -3.141592654   72.634836860  -38.599960128    9.823675502
    1.624961717   -3.141592654   68.295672600  -41.026844780    7.997025257
    1.733292499   -3.141592654   63.942484018  -39.013688750    6.171119946
    1.841623280   -3.141592654   60.026879124  -32.884577765    4.412576603
    1.949954061   -3.141592654   56.966945004  -23.254868138    2.732056104
    2.058284842   -3.141592654   55.091721277  -11.065234703    1.110585416
    2.166615623   -3.141592654   54.609266076    2.543256599   -0.488976525
    2.274946404   -3.141592654   55.645285489   16.521985515   -2.119557363
    2.383277185   -3.141592654   58.167136675   29.788202075   -3.798885157
    2.491607967   -3.141592654   62.034832602   41.430389867   -5.438004573
    2.599938748   -3.141592654   67.030410383   50.501581972   -7.119753954
    2.708269529   -3.141592654   72.873465731   56.620525831   -8.823588881
    2.816600310   -3.141592654   79.184182310   59.330101443  -10.505655305
    2.924931091   -3.141592654   85.590520357   58.525646168  -12.084281864
    3.033261872   -3.141592654   91.734776399   54.435794634  -13.537367559

   -3.141592654   -2.938909257   93.960970457   45.574722342  -20.427009615
   -3.033261872   -2.938909257   98.452037485   36.892125317  -21.587845247
   -2.924931091   -2.938909257  101.934556909   26.943190149  -22.433594004
   -2.816600310   -2.938909257  104.336957114   16.773616019  -22.981795824
   -2.708269529   -2.938909257  105.649365368    7.180326844  -23.246295452
   -2.599938748   -2.938909257  106.006785948   -0.974630257  -23.290450427
   -2.491607967   -2.938909257  105.578901602   -7.234978205  -23.196007294
   -2.383277185   -2.938909257  104.589014090  -11.290731366  -23.047538744
   -2.274946404   -2.938909257  103.271911709  -13.285657940  -22.958376369
   -2.166615623   -2.938909257  101.832415217  -13.654946845  -23.044292016
   -2.058284842   -2.938909257  100.407168972  -12.959613509  -23.378669901
   -1.949954061   -2.938909257   99.072834592  -11.951045571  -24.052061292
   -1.841623280   -2.938909257   97.814878640  -11.297321685  -25.018940803
   -1.733292499   -2.938909257   96.581895486  -11.530607354  -26.212172972
   -1.624961717   -2.938909257   95.253197464  -13.055073766  -27.567572774
   -1.516630936   -2.938909257   93.676511180  -15.879477777  -28.938544351
   -1.408300155   -2.938909257   91.713390648  -19.883182964  -30.163080702
   -1.299969374   -2.938909257   89.271917729  -24.730095153  -31.108438821
