LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 3d WCA system, random initial configuration

#variable density equal 0.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.002
variable tau equal 100*${dt}
variable tau equal 100*0.002
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.002
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       3

lattice         fcc ${density}
lattice         fcc 1.0
Lattice spacing in x,y,z = 1.5874011 1.5874011 1.5874011
region          box block 0 8 0 8 0 8
# number of atom types
create_box      1 box
Created orthogonal box = (0 0 0) to (12.699208 12.699208 12.699208)
  1 by 1 by 1 MPI processor grid
create_atoms    1 box
Created 2048 atoms
  using lattice units in orthogonal box = (0 0 0) to (12.699208 12.699208 12.699208)
  create_atoms CPU = 0.000 seconds
mass 1 1.0

velocity all create ${initial_temperature} 12345
velocity all create 3 12345

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.002
thermo ${thermo_time}
thermo 100

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 0.2
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 20 20 20
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.169 | 3.169 | 3.169 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
         0   3              0              0              4.4978027      2.9985352    
       100   2.3378314      1.2770188      0              4.7820535      19.367014    
       200   2.6153496      1.3715038      0              5.2926127      20.664535    
       300   2.8240833      1.5773666      0              5.8114232      23.135117    
       400   2.9934229      1.7496084      0              6.2375503      24.934141    
       500   3.109757       1.8065307      0              6.4688886      25.401895    
       600   3.0575379      1.7854963      0              6.3695637      25.385953    
       700   2.9714347      1.6770785      0              6.1320542      24.252629    
       800   2.8959659      1.7097494      0              6.0515773      24.564478    
       900   3.0063962      1.6505678      0              6.1579602      24.20801     
      1000   3.0970351      1.6717291      0              6.3150134      24.309844    
      1100   3.1170739      1.6822992      0              6.355627       24.399371    
      1200   3.0374782      1.6701996      0              6.2241922      24.394603    
      1300   2.949093       1.6773579      0              6.0988374      24.398933    
      1400   2.9233332      1.7512777      0              6.1341364      24.620866    
      1500   3.0397687      1.7288698      0              6.2862965      24.783905    
      1600   3.0337287      1.8292188      0              6.3775898      25.636208    
      1700   3.0185398      1.7692599      0              6.2948587      25.121153    
      1800   2.9030573      1.7996251      0              6.1520848      25.207849    
      1900   2.9283067      1.7277464      0              6.1180618      24.700064    
      2000   2.9789466      1.7629576      0              6.2291956      24.806048    
      2100   2.989921       1.8725456      0              6.3552372      25.982043    
      2200   3.0171817      1.7891146      0              6.3126773      25.192752    
      2300   2.9219926      1.7660049      0              6.1468536      25.003418    
      2400   2.9810631      1.6654682      0              6.1348794      24.028838    
      2500   2.9417074      1.7725663      0              6.1829729      25.147117    
      2600   3.0166952      1.7553948      0              6.2782282      25.004915    
      2700   3.0642691      1.7127147      0              6.306874       24.630256    
      2800   2.9693618      1.7060779      0              6.1579457      24.385686    
      2900   2.9530904      1.6032969      0              6.0307697      23.655703    
      3000   2.9551916      1.6903503      0              6.1209732      24.355349    
      3100   2.9996757      1.7261844      0              6.2235009      24.744334    
      3200   3.0014988      1.7676038      0              6.2676537      25.144706    
      3300   2.9931313      1.7636531      0              6.2511579      24.998423    
      3400   2.959296       1.6814074      0              6.118184       24.315021    
      3500   2.8995976      1.6798356      0              6.0271083      24.215733    
      3600   3.0256891      1.6693322      0              6.2056498      24.420846    
      3700   3.0979741      1.6856129      0              6.330305       24.47675     
      3800   3.0019264      1.767247       0              6.2679379      25.20952     
      3900   2.9669324      1.7211089      0              6.1693345      24.512857    
      4000   2.983422       1.6612163      0              6.1341641      24.059239    
      4100   2.9782547      1.8255609      0              6.2907616      25.386455    
      4200   3.1029633      1.7465932      0              6.3987655      24.822026    
      4300   3.0438243      1.7040507      0              6.2675578      24.640094    
      4400   3.0387305      1.5949258      0              6.1507959      23.555584    
      4500   2.9745713      1.7060011      0              6.1656794      24.514234    
      4600   2.992019       1.7810492      0              6.2668863      25.358519    
      4700   3.0628006      1.7400132      0              6.3319709      24.962       
      4800   3.0387873      1.6540242      0              6.2099795      24.266058    
      4900   2.8902652      1.6763068      0              6.0095876      23.97243     
      5000   3.0032509      1.6220815      0              6.1247581      23.794758    
      5100   2.9529287      1.8415652      0              6.2687954      25.722631    
      5200   3.0393886      1.7637471      0              6.3206038      25.093384    
      5300   3.0158845      1.7415672      0              6.2631851      24.863924    
      5400   2.9496246      1.645898       0              6.0681745      24.000924    
      5500   2.9284344      1.6521404      0              6.0426471      23.865858    
      5600   2.9762841      1.6950721      0              6.1573184      24.46081     
      5700   3.0596599      1.6418322      0              6.2290811      24.025115    
      5800   2.9871943      1.7799746      0              6.2585781      25.18469     
      5900   3.0060648      1.7537622      0              6.2606578      25.013162    
      6000   2.9840523      1.6924133      0              6.1663062      24.424835    
