#! FIELDS phi metad.bias der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  58
#! SET periodic_phi true
   -3.141592654  107.974646175   48.634973345
   -3.033261872  112.727820736   38.844063653
   -2.924931091  116.346169144   28.018050429
   -2.816600310  118.795906140   17.352503003
   -2.708269529  120.142308288    7.725008053
   -2.599938748  120.546562588    0.022625739
   -2.491607967  120.242699145   -5.246139312
   -2.383277185  119.525260370   -7.717686382
   -2.274946404  118.684364421   -7.534320185
   -2.166615623  117.991294044   -5.129527490
   -2.058284842  117.642426685   -1.290102000
   -1.949954061  117.740349514    2.957871699
   -1.841623280  118.270465801    6.531644297
   -1.733292499  119.107530171    8.501409849
   -1.624961717  120.032013074    8.158308493
   -1.516630936  120.777813720    5.232616628
   -1.408300155  121.067509617   -0.134638014
   -1.299969374  120.669618145   -7.344171383
   -1.191638593  119.430143795  -15.537748112
   -1.083307812  117.300178120  -23.635691603
   -0.974977030  114.340280387  -30.717023552
   -0.866646249  110.720713836  -35.976150226
   -0.758315468  106.649467988  -38.867170955
   -0.649984687  102.405959072  -39.196792990
   -0.541653906   98.255906341  -37.034922828
   -0.433323125   94.473193886  -32.498256078
   -0.324992343   91.287766654  -25.889817434
   -0.216661562   88.915632535  -17.561717860
   -0.108330781   87.517594045   -7.955342716
    0.000000000   87.205577211    2.476792558
    0.108330781   88.043179629   13.076028328
    0.216661562   90.006390109   23.187907316
    0.324992343   92.991554960   31.891794688
    0.433323125   96.802384186   38.208077865
    0.541653906  101.120495379   41.225037852
    0.649984687  105.544031031   40.170519840
    0.758315468  109.622393857   34.554441389
    0.866646249  112.850312464   24.513500550
    0.974977030  114.788406628   10.639962598
    1.083307812  115.063592613   -5.810028884
    1.191638593  113.490867266  -23.266051462
    1.299969374  110.059762201  -39.843223159
    1.408300155  104.974052493  -53.669607614
    1.516630936   98.607230392  -63.139658798
    1.624961717   91.507677799  -67.165051481
    1.733292499   84.290745973  -65.271271953
    1.841623280   77.594353937  -57.639755601
    1.949954061   71.994522454  -45.090408270
    2.058284842   67.972793717  -28.841743837
    2.166615623   65.839076496  -10.469415410
    2.274946404   65.729837944    8.296905972
    2.383277185   67.604162831   25.904744703
    2.491607967   71.251989353   40.915409235
    2.599938748   76.342240212   52.381259183
    2.708269529   82.452630460   59.667244890
    2.816600310   89.110197041   62.577144978
    2.924931091   95.857500318   61.309932196
    3.033261872  102.266137365   56.440191719
